ISTAT,Provincia,Comune,CC,Titolare,Indirizzo,Settore_merc_non_alim,Sup_alimentari,Sup_non_alimentari,Sup_Totale,Anno
108044,MB,Usmate Velate,SI,RIALTO SRL,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2013
108044,MB,Usmate Velate,SI,RIALTO SRL,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2014
108044,MB,Usmate Velate,SI,RIALTO SRL,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2015
108044,MB,Usmate Velate,SI,RIALTO SRL,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2016
108044,MB,Usmate Velate,SI,RIALTO SRL,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2017
108044,MB,Usmate Velate,SI,RIALTO SRL,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2018
108044,MB,Usmate Velate,SI,RIALTO SPA,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2019
108044,MB,Usmate Velate,SI,RIALTO SPA,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2020
108044,MB,Usmate Velate,SI,RIALTO SPA,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2021
108044,MB,Usmate Velate,SI,RIALTO SPA,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2022
108044,MB,Usmate Velate,SI,RIALTO SPA,LOCALITA CASCINA CORRADA,,2628.00,1955.00,4583.00,2023
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SNC,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2005
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE DELLA REPUBBLICA ANG. VIA MONTELLO,,2000.00,1300.00,3300.00,2005
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2006
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2006
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2007
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2007
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2008
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2008
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2009
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2009
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2010
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2010
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2011
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2011
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2012
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2012
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2013
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2013
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2014
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2014
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2015
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2015
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2016
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2016
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2017
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2017
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2018
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2018
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2019
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2019
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2020
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2020
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2021
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2021
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2022
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2022
108039,MB,Seregno,NO,ESSELUNGA SPA,V.LE REPUBBLICA ANG. MONTELLO,,2000.00,1300.00,3300.00,2023
108039,MB,Seregno,NO,EGE FIGLI DI DELL'ORTO SRL,"VIA G. GALILEI, 45",C,0.00,3100.00,3100.00,2023
108035,MB,Nova Milanese,NO,CASTORAMA ITALIA SPA,S.S. MILANO MEDA,D,0.00,5900.00,5900.00,2005
108035,MB,Nova Milanese,NO,CASTORAMA ITALIA SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2006
108035,MB,Nova Milanese,NO,CASTORAMA ITALIA SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2007
108035,MB,Nova Milanese,NO,CASTORAMA ITALIA SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2008
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2009
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2010
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2011
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2012
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2013
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2014
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2015
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2016
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2017
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2018
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2019
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2020
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2021
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2022
108035,MB,Nova Milanese,NO,LEROY MERLIN UNO SPA,S.S. MILANO MEDA,D,0.00,7500.00,7500.00,2023
108034,MB,Muggiò,NO,CIENNE,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2005
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2005
108034,MB,Muggiò,NO,CIENNE SNC,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2006
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2006
108034,MB,Muggiò,NO,GESTICOM S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2007
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2007
108034,MB,Muggiò,NO,GESTICOM S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2008
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2008
108034,MB,Muggiò,NO,GESTICOM S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2009
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2009
108034,MB,Muggiò,NO,GESTICOM S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2010
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2010
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2011
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2011
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2012
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2012
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2013
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2013
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2014
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2014
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2015
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2015
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2016
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2016
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2017
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2017
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2018
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2018
108034,MB,Muggio',NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2019
108034,MB,Muggio',SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2019
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2020
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2020
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2021
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2021
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2022
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2022
108034,MB,Muggiò,NO,CIENNE S.R.L.,VIA BATTISTI/DELLA GIARDINA,A,0.00,2800.00,2800.00,2023
108034,MB,Muggiò,SI,COOP LOMBARDIA,VIALE REPUBBLICA,,2000.00,1000.00,3000.00,2023
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2005
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2005
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2005
108033,MB,Monza,NO,LA RINASCENTE UPIM SPA,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2005
108033,MB,Monza,SI,LA RINASCENTE SPA,VIALE LOMBARDIA ANG. LARIO,,4880.00,12980.00,17860.00,2005
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2006
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2006
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2006
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2006
108033,MB,Monza,SI,LA RINASCENTE SPA (LA SUPERFICIE È SLP E NON SV- ESERCIZIO NON ATTIVO),VIALE LOMBARDIA ANG. LARIO,,4880.00,12980.00,17860.00,2006
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2007
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2007
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2007
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2007
108033,MB,Monza,SI,LA RINASCENTE SPA (LA SUPERFICIE È SLP E NON SV- ESERCIZIO NON ATTIVO),VIALE LOMBARDIA ANG. LARIO,,4880.00,12980.00,17860.00,2007
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2008
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2008
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2008
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2008
108033,MB,Monza,SI,LA RINASCENTE SPA,VIALE LOMBARDIA ANG. LARIO,,4880.00,12980.00,17860.00,2008
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2009
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2009
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2009
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2009
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2009
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2010
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2010
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2010
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2010
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2010
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2011
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2011
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2011
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2011
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2011
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2012
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2012
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2012
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2012
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2012
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2013
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2013
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2013
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2013
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2013
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2014
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2014
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2014
108033,MB,Monza,NO,LA RINASCENTE SRL,"V. ITALIA, 41",A,30.00,3770.00,3800.00,2014
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2014
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2015
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2015
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2015
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2015
108033,MB,Monza,NO,LA RINASCENTE SRL,VIA ITALIA 41,,30.00,3770.00,3800.00,2015
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2016
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO DI MAURO MARIO & C SNC,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2016
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2016
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2016
108033,MB,Monza,NO,LA RINASCENTE SRL,VIA ITALIA 41,,30.00,3770.00,3800.00,2016
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2017
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO S.R.L.,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2017
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2017
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2017
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2017
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2018
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2018
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2018
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2018
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO S.R.L.,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2018
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2019
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2019
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO S.R.L.,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2019
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2019
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2019
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2020
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO S.R.L.,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2020
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2020
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2020
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2020
108033,MB,Monza,NO,ESSELUNGA S.P.A.,VIA BUONARROTI S.N.C.,,2141.00,960.00,3101.00,2020
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2021
108033,MB,Monza,NO,ESSELUNGA S.P.A.,VIA BUONARROTI S.N.C.,,2141.00,960.00,3101.00,2021
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2021
108033,MB,Monza,NO,AUTODEMOLIZIONI MAURO S.R.L.,VIA DELLA NOVELLA 56,D,0.00,2900.00,2900.00,2021
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2021
108033,MB,Monza,SI,LA RINASCENTE SPA,VIA LARIO 17,,4818.00,11496.00,16314.00,2021
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2022
108033,MB,Monza,NO,ESSELUNGA S.P.A.,VIA BUONARROTI S.N.C.,,2141.00,960.00,3101.00,2022
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2022
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2022
108033,MB,Monza,SI,CASTELLO SGR S.P.A.,VIA LARIO 17,,4818.00,11496.00,16314.00,2022
108033,MB,Monza,NO,ESSELUNGA SPA,"VIA BREMBO, 4/8",,2069.00,1431.00,3500.00,2023
108033,MB,Monza,NO,ESSELUNGA S.P.A.,VIA BUONARROTI S.N.C.,,2141.00,960.00,3101.00,2023
108033,MB,Monza,NO,IPER MONTEBELLO SPA,"VIA DELLA GUERINA, 98",,4875.00,2375.00,7250.00,2023
108033,MB,Monza,NO,LA RINASCENTE S.P.A,VIA ITALIA 41,,30.00,3770.00,3800.00,2023
108033,MB,Monza,SI,CASTELLO SGR S.P.A.,VIA LARIO 17,,4818.00,11496.00,16314.00,2023
108029,MB,Macherio,SI,ESSELUNGA SPA,VIA VOLTA ANG. VIA F.LLI CERVI,,1650.00,1350.00,3000.00,2005
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA VOLTA ANG. VIA F.LLI CERVI,,1650.00,1350.00,3000.00,2006
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA VOLTA ANG. VIA F.LLI CERVI,,1650.00,1350.00,3000.00,2007
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA VOLTA ANG. VIA F.LLI CERVI,,1650.00,1350.00,3000.00,2008
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI (NUOVA VIA),,1650.00,1350.00,3000.00,2009
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI (NUOVA VIA),,1650.00,1350.00,3000.00,2010
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI (NUOVA VIA),,2733.00,1597.00,4330.00,2011
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI (NUOVA VIA),,2733.00,1597.00,4330.00,2012
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI,,2733.00,1502.00,4235.00,2013
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI,,2733.00,1502.00,4235.00,2014
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI,,2733.00,1502.00,4235.00,2015
108029,MB,Macherio,SI,ESSELUNGA S.P.A.,VIA DON GNOCCHI,,2733.00,1502.00,4235.00,2016
